,state,county_name,totalvotes,DEMOCRAT,GREEN,LIBERTARIAN,OTHER,REPUBLICAN,county_fips,State,Abv
204,California,Contra Costa,581316,0.7162816781234302,0.004503574647867941,0.010520955900061241,0.0057094592269953,0.26298433210164524,06013,California,CA
205,California,Del Norte,11453,0.40836462062341744,0.00681044267877412,0.013097005151488693,0.0075962629878634415,0.5641316685584563,06015,California,CA
206,California,El Dorado,116159,0.44439948691018344,0.003960089188095628,0.016107232328102,0.0031766802400158404,0.5323565113336031,06017,California,CA
207,California,Fresno,364917,0.528955899560722,0.004039274684380284,0.011046347525601713,0.0052696914640863535,0.4506887867652096,06019,California,CA
208,California,Glenn,11297,0.35363370806408784,0.0030096485792688323,0.011330441710188545,0.006815968841285297,0.6252102328051695,06021,California,CA
209,California,Humboldt,68843,0.6502912423921096,0.009078628182967041,0.016443211364989906,0.007960141190825502,0.316226776869108,06023,California,CA
210,California,Imperial,56743,0.6111414623830252,0.004123856687168461,0.006873094478614102,0.010468251590504556,0.36739333486068765,06025,California,CA
211,California,Inyo,9484,0.4886123998312948,0.004744833403627162,0.013496415014761703,0.006010122311261071,0.48713622943905527,06027,California,CA
212,California,Kern,305292,0.43684734614729503,0.003517943477064581,0.012912228292913015,0.007946490572959658,0.5387759915097677,06029,California,CA
213,California,Kings,43861,0.42632406921866806,0.0028499122227035405,0.013770775860103508,0.008230546499167825,0.548824696199357,06031,California,CA
214,California,Lake,28812,0.5185686519505761,0.0071845064556434815,0.012980702485075662,0.005796196029432181,0.4554699430792725,06033,California,CA
215,California,Lassen,11987,0.23350296154167013,0.002586134979561191,0.011762742971552515,0.0038374906148327353,0.7483106698923834,06035,California,CA
216,California,Los Angeles,4264365,0.7102780836068208,0.005079302545631061,0.008313547269054127,0.007700560341340387,0.26862850623715373,06037,California,CA
217,California,Madera,53732,0.43117695228169434,0.004038561750911933,0.011557358743393135,0.0064765875083748975,0.5467505397156257,06039,California,CA
218,California,Marin,155830,0.8232561124302125,0.004646088686389014,0.009856895334659565,0.004299557209779889,0.15794134633895912,06041,California,CA
219,California,Mariposa,10280,0.3976653696498054,0.003793774319066148,0.015077821011673152,0.004669260700389105,0.5787937743190662,06043,California,CA
220,California,Mendocino,43340,0.6640978311029072,0.00909090909090909,0.013636363636363636,0.007060452238117213,0.30611444393170284,06045,California,CA
221,California,Merced,90554,0.5410142014709455,0.0042847361795171944,0.010391589548777525,0.009243103562515185,0.4350663692382446,06047,California,CA
222,California,Modoc,4343,0.2647939212525904,0.00345383375546857,0.008979967764218283,0.00690766751093714,0.7158646097167857,06049,California,CA
223,California,Mono,6738,0.5955773226476699,0.006233303650934996,0.018699910952804988,0.006530127634312852,0.37295933511427726,06051,California,CA
224,California,Monterey,163923,0.6951617527741684,0.004569218474527675,0.011102773863338274,0.006722668569999329,0.28244358631796634,06053,California,CA
225,California,Napa,72150,0.6904643104643104,0.0042966042966042966,0.012668052668052668,0.006001386001386002,0.28656964656964656,06055,California,CA
226,California,Nevada,64750,0.5615289575289575,0.005328185328185328,0.014193050193050193,0.005374517374517374,0.41357528957528955,06057,California,CA
227,California,Orange,1522113,0.534788810029216,0.0038229750353620264,0.011382203555189398,0.00555937699763421,0.4444466343825984,06059,California,CA
228,California,Placer,235084,0.4545992070919331,0.003313709142264042,0.016793997039356145,0.004253798642187474,0.5210392880842593,06061,California,CA
229,California,Plumas,11260,0.4050621669626998,0.0034635879218472467,0.013587921847246892,0.005506216696269982,0.572380106571936,06063,California,CA
230,California,Riverside,997156,0.5298468845396307,0.003381617319657105,0.009998435550706208,0.006348053865192608,0.4504250087248134,06065,California,CA
231,California,Sacramento,718440,0.6135627192249875,0.004529257836423362,0.013598908746729024,0.00724208006235733,0.3610670341295028,06067,California,CA
232,California,San Benito,28830,0.6114464099895942,0.0031564342698577872,0.011966701352757543,0.0061047519944502256,0.3673257023933403,06069,California,CA
233,California,San Bernardino,841130,0.541960220179996,0.004302545385374437,0.01045141654678825,0.007851342836422432,0.4354344750514189,06071,California,CA
234,California,San Diego,1602143,0.6020998125635477,0.0046319211206490305,0.013348371524888852,0.005362817176743899,0.3745570776141705,06073,California,CA
235,California,San Francisco,443553,0.8525610242744385,0.006269825702903599,0.007437668102797185,0.006538113821798071,0.1271933680980627,06075,California,CA
236,California,San Joaquin,288492,0.5585492838622909,0.0036881438653411534,0.010152794531564133,0.007847704615725913,0.419762073125078,06077,California,CA
237,California,San Luis Obispo,159714,0.5529258549657513,0.0049713863531061775,0.015076950048211177,0.004796072980452559,0.4222297356524788,06079,California,CA
238,California,San Mateo,374251,0.778878346350444,0.0042618456597310365,0.009496300611087211,0.00540279117490668,0.20196071620383113,06081,California,CA
239,California,Santa Barbara,200339,0.6487154273506407,0.004687055441027458,0.012059559047414632,0.006414128052950249,0.328123830107967,06083,California,CA
240,California,Santa Clara,850741,0.726386761658366,0.004748801339067942,0.010732996293819153,0.005866650367150519,0.2522647903415963,06085,California,CA
241,California,Santa Cruz,144837,0.7887901572112098,0.007332380538122165,0.011764949563992625,0.00613103005447503,0.18598148263220032,06087,California,CA
242,California,Shasta,92930,0.3228236306897665,0.003959969869794469,0.013741525879694393,0.005337350694070806,0.6541375228666738,06089,California,CA
243,California,Sierra,1931,0.3780424650440186,0.006732263076126359,0.013982392542723977,0.00983946141895391,0.5914034179181771,06091,California,CA
244,California,Siskiyou,23472,0.40869972733469667,0.004942058623040218,0.0135480572597137,0.006603612815269257,0.5662065439672802,06093,California,CA
245,California,Solano,205877,0.6394060531288099,0.004653263842002749,0.012021741136698126,0.007281046450064844,0.33663789544242434,06095,California,CA
246,California,Sonoma,268317,0.7451559163228569,0.005586675462233105,0.012738663595672283,0.006100992482772244,0.23041775213646545,06097,California,CA
247,California,Stanislaus,214954,0.49238906928924325,0.003451901337030248,0.011602482391581454,0.00805753789182802,0.484499009090317,06099,California,CA
248,California,Sutter,42644,0.4072554169402495,0.003189194259450333,0.012217428008629584,0.005745239658568615,0.571592721133102,06101,California,CA
249,California,Tehama,28731,0.3101527966308169,0.0031325049597995197,0.01402666109776896,0.006473843583585674,0.6662141937280289,06103,California,CA
250,California,Trinity,6259,0.4555040741332481,0.007988496564946478,0.018693081961974757,0.008467806358843265,0.5093465409809874,06105,California,CA
251,California,Tulare,146885,0.45004595431800387,0.003288286754944344,0.010198454573305647,0.008305817476256935,0.5281614868774892,06107,California,CA
252,California,Tuolumne,30408,0.39390949750065773,0.00476848197842673,0.014436990265719547,0.005163114969744804,0.5817219152854513,06109,California,CA
253,California,Ventura,422825,0.5945438420150181,0.004176668834624254,0.011988411281262934,0.005664281913321114,0.38362679595577365,06111,California,CA
254,California,Yolo,97294,0.6947807675704566,0.0056221349723518405,0.012395420067013382,0.006691060085925134,0.2805106173042531,06113,California,CA
255,California,Yuba,29796,0.376896227681568,0.0041616324338837425,0.0171163914619412,0.008591757282856759,0.5932339911397503,06115,California,CA
256,Colorado,Adams,236740,0.5668750528005406,0.0031426881811269748,0.015759905381431107,0.010163048069612234,0.40405930556728903,08001,Colorado,CO
257,Colorado,Alamosa,7808,0.48142930327868855,0.002945696721311475,0.011526639344262296,0.0157530737704918,0.4883452868852459,08003,Colorado,CO
258,Colorado,Arapahoe,350183,0.60998677834161,0.002644331678008356,0.015486188649934464,0.00829280690381886,0.36358989442662837,08005,Colorado,CO
259,Colorado,Archuleta,9144,0.40879265091863515,0.0020778652668416446,0.013123359580052493,0.00853018372703412,0.5674759405074365,08007,Colorado,CO
260,Colorado,Baca,2225,0.14247191011235955,0.001348314606741573,0.011685393258426966,0.005393258426966292,0.8391011235955056,08009,Colorado,CO
261,Colorado,Bent,2274,0.32189973614775724,0.002638522427440633,0.006596306068601583,0.0079155672823219,0.6609498680738787,08011,Colorado,CO
262,Colorado,Boulder,206111,0.7718607934559534,0.0033816729820339525,0.012318605023506752,0.006234504708627875,0.20620442382987808,08013,Colorado,CO
263,Colorado,Broomfield,46632,0.6235417738891749,0.002230228169497341,0.0165551552581918,0.008234688625836336,0.3494381540572997,08014,Colorado,CO
264,Colorado,Chaffee,13718,0.5219419740486951,0.003353258492491617,0.013777518588715556,0.007362589298731593,0.4535646595713661,08015,Colorado,CO
265,Colorado,Cheyenne,1136,0.1153169014084507,0.0,0.00528169014084507,0.00528169014084507,0.8741197183098591,08017,Colorado,CO
266,Colorado,Clear Creek,6548,0.550397067806964,0.003512522907758094,0.01725717776420281,0.008246792913866829,0.4205864386072083,08019,Colorado,CO
267,Colorado,Conejos,4333,0.45211170090006925,0.0020770828525271175,0.007846757442880221,0.010385414262635588,0.5275790445418879,08021,Colorado,CO
268,Colorado,Costilla,2094,0.6260744985673352,0.0019102196752626551,0.0071633237822349575,0.010983763132760267,0.3538681948424069,08023,Colorado,CO
269,Colorado,Crowley,1750,0.24971428571428572,0.0,0.012571428571428572,0.011428571428571429,0.7262857142857143,08025,Colorado,CO
270,Colorado,Custer,3635,0.30591471801925724,0.001375515818431912,0.00797799174690509,0.0041265474552957355,0.68060522696011,08027,Colorado,CO
271,Colorado,Delta,19370,0.3039235931853381,0.0023231801755291687,0.011254517294785752,0.007176045431078988,0.6753226639132679,08029,Colorado,CO
272,Colorado,Denver,393829,0.7955051557909651,0.0031231829042554,0.012365772962377073,0.007155389775765624,0.1818504985666368,08031,Colorado,CO
273,Colorado,Dolores,1449,0.23533471359558317,0.0006901311249137336,0.003450655624568668,0.008971704623878536,0.7515527950310559,08033,Colorado,CO
274,Colorado,Douglas,231605,0.4518598475853285,0.0018652447054251851,0.016040240927441118,0.006627663478767729,0.5236070033030374,08035,Colorado,CO
275,Colorado,Eagle,29140,0.6378860672614962,0.002676733013040494,0.012937542896362389,0.007035003431708991,0.3394646533973919,08037,Colorado,CO
276,Colorado,El Paso,378851,0.4274530092305418,0.0029959007630968376,0.024452885171215067,0.00972150000923846,0.5353767048259078,08041,Colorado,CO
277,Colorado,Elbert,18983,0.23652741926987306,0.001633040088500237,0.016119686034873307,0.006795553916662277,0.7389243006900912,08039,Colorado,CO
278,Colorado,Fremont,25557,0.2883358766678405,0.0023085651680557185,0.01553390460539187,0.008412567985287788,0.6854090855734241,08043,Colorado,CO
279,Colorado,Garfield,30904,0.4991910432306498,0.0032034688066269737,0.01371990680818017,0.007668910173440332,0.47621667098110276,08045,Colorado,CO
280,Colorado,Gilpin,4186,0.531055900621118,0.004061156235069279,0.016722408026755852,0.010272336359292882,0.43788819875776397,08047,Colorado,CO
281,Colorado,Grand,9870,0.47720364741641336,0.0031408308004052684,0.01762917933130699,0.00729483282674772,0.49473150962512663,08049,Colorado,CO
282,Colorado,Gunnison,11190,0.6373547810545129,0.003485254691689008,0.01876675603217158,0.006613047363717605,0.33378016085790885,08051,Colorado,CO
283,Colorado,Hinsdale,632,0.40348101265822783,0.0015822784810126582,0.015822784810126583,0.020569620253164556,0.5585443037974683,08053,Colorado,CO
284,Colorado,Huerfano,4406,0.4711756695415343,0.0027235587834770767,0.01611438946890604,0.009986382206082615,0.5,08055,Colorado,CO
285,Colorado,Jackson,876,0.1997716894977169,0.00228310502283105,0.0136986301369863,0.00684931506849315,0.7773972602739726,08057,Colorado,CO
286,Colorado,Jefferson,377358,0.5787501523751981,0.002885853751609877,0.016944122027358635,0.008114310548603712,0.3933055612972297,08059,Colorado,CO
287,Colorado,Kiowa,903,0.10852713178294573,0.0,0.009966777408637873,0.0011074197120708748,0.8803986710963455,08061,Colorado,CO
288,Colorado,Kit Carson,3871,0.17101524153965383,0.0005166623611469904,0.008783260139498837,0.007491604236631361,0.812193231723069,08063,Colorado,CO
289,Colorado,La Plata,35667,0.5761067653573331,0.0035887515069952616,0.014859674208652255,0.00639246362183531,0.3990523453051841,08067,Colorado,CO
290,Colorado,Lake,3961,0.5814188336278717,0.005806614491290078,0.025498611461752082,0.009341075485988387,0.3779348649330977,08065,Colorado,CO
291,Colorado,Larimer,224338,0.5621874136347832,0.003240645811231267,0.018226961103335146,0.008527311467517763,0.40781766798313257,08069,Colorado,CO
292,Colorado,Las Animas,7961,0.4392664238161035,0.0021354101243562366,0.010802662982037433,0.00967215173973119,0.5381233513377717,08071,Colorado,CO
293,Colorado,Lincoln,2651,0.17729158807996984,0.0003772161448509996,0.00980761976612599,0.007167106752168993,0.8053564692568842,08073,Colorado,CO
294,Colorado,Logan,10532,0.21059627800987465,0.0015191796429927839,0.01319787314849981,0.006836308393467528,0.7678503608051652,08075,Colorado,CO
295,Colorado,Mesa,90623,0.347991128080068,0.0020745285413195326,0.014411352526400583,0.00771327367224656,0.6278097171799654,08077,Colorado,CO
296,Colorado,Mineral,756,0.4193121693121693,0.0,0.003968253968253968,0.011904761904761904,0.5648148148148148,08079,Colorado,CO
297,Colorado,Moffat,7026,0.17122117847993168,0.0009962994591517223,0.013805863933959578,0.006974096214062055,0.807002561912895,08081,Colorado,CO
298,Colorado,Montezuma,15500,0.37651612903225806,0.0021290322580645163,0.012387096774193548,0.008580645161290323,0.6003870967741936,08083,Colorado,CO
299,Colorado,Montrose,24922,0.3084423401011155,0.001966134339138111,0.011435679319476767,0.005256399967899847,0.6728994462723698,08085,Colorado,CO
300,Colorado,Morgan,13744,0.2820139697322468,0.0018917345750873108,0.010986612339930152,0.007130384167636787,0.697977299185099,08087,Colorado,CO
301,Colorado,Otero,9576,0.37646198830409355,0.001670843776106934,0.009189640768588136,0.011591478696741854,0.6010860484544696,08089,Colorado,CO
302,Colorado,Ouray,4020,0.5883084577114428,0.0029850746268656717,0.011442786069651741,0.004975124378109453,0.39228855721393036,08091,Colorado,CO
303,Colorado,Park,12291,0.39890977137743067,0.0045561793182003095,0.019363762102351315,0.008380115531689854,0.5687901716703279,08093,Colorado,CO
304,Colorado,Phillips,2485,0.19557344064386317,0.0028169014084507044,0.0096579476861167,0.004024144869215292,0.7879275653923541,08095,Colorado,CO
305,Colorado,Pitkin,11957,0.7517772016392071,0.0034289537509408713,0.007861503721669315,0.004432549970728444,0.2324997909174542,08097,Colorado,CO
306,Colorado,Prowers,5561,0.2621830606006114,0.0016184139543247618,0.007013127135407301,0.008451717317029312,0.7207336809926272,08099,Colorado,CO
307,Colorado,Pueblo,88301,0.495713525328139,0.002321604511840183,0.013589880069308388,0.009875312850364096,0.47849967724034836,08101,Colorado,CO
308,Colorado,Rio Blanco,3691,0.1519913302628014,0.000812787862367922,0.011379030073150907,0.006502302898943376,0.8293145489027364,08103,Colorado,CO
309,Colorado,Rio Grande,6305,0.3957176843774782,0.0017446471054718478,0.010467882632831086,0.011578112609040445,0.5804916732751785,08105,Colorado,CO
310,Colorado,Routt,16876,0.62704432329936,0.002192462668878881,0.01398435648257881,0.005688551789523584,0.35109030575965866,08107,Colorado,CO
311,Colorado,Saguache,3389,0.5559161994688698,0.0038359398052522867,0.01150781941575686,0.011802891708468575,0.4169371496016524,08109,Colorado,CO
312,Colorado,San Juan,562,0.608540925266904,0.0035587188612099642,0.012455516014234875,0.01601423487544484,0.3594306049822064,08111,Colorado,CO
313,Colorado,San Miguel,5147,0.7623858558383524,0.002720031086069555,0.010102972605401205,0.004080046629104332,0.22071109384107246,08113,Colorado,CO
314,Colorado,Sedgwick,1446,0.20816044260027664,0.0006915629322268327,0.005532503457814661,0.01037344398340249,0.7752420470262794,08115,Colorado,CO
315,Colorado,Summit,18479,0.6835326586936522,0.0032469289463715567,0.01910276530115266,0.006115049515666432,0.2880025975431571,08117,Colorado,CO
316,Colorado,Teller,16939,0.3115886415963162,0.0014758840545486746,0.015762441702579847,0.007556526359289214,0.6636165062872661,08119,Colorado,CO
317,Colorado,Washington,3008,0.12267287234042554,0.0016622340425531915,0.008311170212765957,0.004654255319148936,0.8626994680851063,08121,Colorado,CO
318,Colorado,Weld,166974,0.3956304574364871,0.0020362451639177356,0.017338028675123074,0.009187059063087666,0.5758082096613845,08123,Colorado,CO
319,Colorado,Yuma,4981,0.15759887572776551,0.0004015257980325236,0.010439670748845614,0.007026701465569163,0.8245332262597872,08125,Colorado,CO
320,Connecticut,Fairfield,472396,0.6297788296259917,0.0035584551943708244,0.009722774959991194,0.0003641013048374669,0.35657583891480876,09001,Connecticut,CT
321,Connecticut,Hartford,449336,0.6306372069008492,0.003945822279986469,0.011214325137536276,0.00029376680257090464,0.3539088788790571,09003,Connecticut,CT
322,Connecticut,Litchfield,107544,0.4664509410101912,0.004509782042698802,0.01190210518485457,0.00013017927545934686,0.5170069924867962,09005,Connecticut,CT
323,Connecticut,Middlesex,99198,0.5730760700820581,0.004475896691465554,0.012197826569084054,0.00031250630053025264,0.40993770035686206,09007,Connecticut,CT
324,Connecticut,New Haven,417983,0.5804781534177227,0.0040504039637975706,0.008758729422009986,0.0002535988305744492,0.40645911436589527,09009,Connecticut,CT
325,Connecticut,New London,139604,0.5691742356952523,0.00542248073121114,0.016159995415604138,0.0001575886077762815,0.40908569955015617,09011,Connecticut,CT
326,Connecticut,Tolland,80714,0.5470054761255793,0.0049309909061625,0.015821294942636965,0.0006194712193671482,0.43162276680625417,09013,Connecticut,CT
327,Connecticut,Windham,57082,0.46785326372586805,0.005378227812620441,0.016012052836270628,0.0002452612031813882,0.5105111944220595,09015,Connecticut,CT
